Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	TAIR
E1A7A5	unreviewed	E1A7A5_ARATH	Auxin-responsive protein	IAA8 At2g22670	Arabidopsis thaliana (Mouse-ear cress)	263	
E1A7A6	unreviewed	E1A7A6_ARATH	Auxin-responsive protein	IAA8 At2g22670	Arabidopsis thaliana (Mouse-ear cress)	278	
E1A7A7	unreviewed	E1A7A7_ARATH	Auxin-responsive protein	IAA8 At2g22670	Arabidopsis thaliana (Mouse-ear cress)	262	
E1A7A8	unreviewed	E1A7A8_ARATH	Auxin-responsive protein	IAA8 At2g22670	Arabidopsis thaliana (Mouse-ear cress)	252	
E1A7A9	unreviewed	E1A7A9_ARATH	Auxin-responsive protein	IAA8 At2g22670	Arabidopsis thaliana (Mouse-ear cress)	253	
E1A7B0	unreviewed	E1A7B0_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	286	
E1A7B3	unreviewed	E1A7B3_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	292	
E1A7B5	unreviewed	E1A7B5_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	302	
E1A7B8	unreviewed	E1A7B8_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	303	
E1A7B9	unreviewed	E1A7B9_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	302	
E1A7C2	unreviewed	E1A7C2_ARATH	Auxin-responsive protein	IAA9 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	302	
E1A7C4	unreviewed	E1A7C4_ARATH	Auxin-responsive protein	IAA10 At1g04100	Arabidopsis thaliana (Mouse-ear cress)	206	
E1A7C5	unreviewed	E1A7C5_ARATH	Auxin-responsive protein	IAA10 At1g04100	Arabidopsis thaliana (Mouse-ear cress)	200	
E1A7D3	unreviewed	E1A7D3_ARATH	Auxin-responsive protein	IAA10 At1g04100	Arabidopsis thaliana (Mouse-ear cress)	185	
E1A7D7	unreviewed	E1A7D7_ARATH	Auxin-responsive protein	IAA11 At4g28640	Arabidopsis thaliana (Mouse-ear cress)	215	
E1A7E8	unreviewed	E1A7E8_ARATH	Auxin-responsive protein	IAA11 At4g28640	Arabidopsis thaliana (Mouse-ear cress)	200	
E1A7E9	unreviewed	E1A7E9_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	174	
E1A7F0	unreviewed	E1A7F0_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	199	
E1A7F1	unreviewed	E1A7F1_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	197	
E1A7F2	unreviewed	E1A7F2_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	198	
E1A7F3	unreviewed	E1A7F3_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	177	
E1A7F4	unreviewed	E1A7F4_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	199	
E1A7F5	unreviewed	E1A7F5_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	201	
E1A7F7	unreviewed	E1A7F7_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	201	
E1A7F8	unreviewed	E1A7F8_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	201	
E1A7F9	unreviewed	E1A7F9_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	180	
E1A7G0	unreviewed	E1A7G0_ARATH	Auxin-responsive protein	IAA12 At1g04550	Arabidopsis thaliana (Mouse-ear cress)	197	
E1A7G2	unreviewed	E1A7G2_ARATH	Auxin-responsive protein	IAA13 At2g33310	Arabidopsis thaliana (Mouse-ear cress)	210	
E1A7G7	unreviewed	E1A7G7_ARATH	Auxin-responsive protein	IAA13 At2g33310	Arabidopsis thaliana (Mouse-ear cress)	192	
E1A7H5	unreviewed	E1A7H5_ARATH	Auxin-responsive protein	IAA14 At4g14550	Arabidopsis thaliana (Mouse-ear cress)	171	
E1A7H6	unreviewed	E1A7H6_ARATH	Auxin-responsive protein	IAA14 At4g14550	Arabidopsis thaliana (Mouse-ear cress)	172	
E1A7H7	unreviewed	E1A7H7_ARATH	Auxin-responsive protein	IAA14 At4g14550	Arabidopsis thaliana (Mouse-ear cress)	190	
E1A7H8	unreviewed	E1A7H8_ARATH	Auxin-responsive protein	IAA14 At4g14550	Arabidopsis thaliana (Mouse-ear cress)	172	
E1A7I8	unreviewed	E1A7I8_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	156	
E1A7I9	unreviewed	E1A7I9_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	176	
E1A7J0	unreviewed	E1A7J0_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	172	
E1A7J1	unreviewed	E1A7J1_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	162	
E1A7J2	unreviewed	E1A7J2_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	168	
E1A7J3	unreviewed	E1A7J3_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	165	
E1A7J4	unreviewed	E1A7J4_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	172	
E1A7J5	unreviewed	E1A7J5_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	168	
E1A7J6	unreviewed	E1A7J6_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	158	
E1A7J7	unreviewed	E1A7J7_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	161	
E1A7J9	unreviewed	E1A7J9_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	164	
E1A7K0	unreviewed	E1A7K0_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	168	
E1A7K2	unreviewed	E1A7K2_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	156	
E1A7K4	unreviewed	E1A7K4_ARATH	Auxin-responsive protein	IAA15 At1g80390	Arabidopsis thaliana (Mouse-ear cress)	166	
E1A7K6	unreviewed	E1A7K6_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	156	
E1A7K7	unreviewed	E1A7K7_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	167	
E1A7K8	unreviewed	E1A7K8_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	166	
E1A7K9	unreviewed	E1A7K9_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	165	
E1A7L2	unreviewed	E1A7L2_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	149	
E1A7L3	unreviewed	E1A7L3_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	149	
E1A7L4	unreviewed	E1A7L4_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	161	
E1A7L5	unreviewed	E1A7L5_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	150	
E1A7L6	unreviewed	E1A7L6_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	152	
E1A7L7	unreviewed	E1A7L7_ARATH	Auxin-responsive protein	IAA16 At3g04730	Arabidopsis thaliana (Mouse-ear cress)	158	
E1A7M0	unreviewed	E1A7M0_ARATH	Auxin-responsive protein	IAA17 At1g04250	Arabidopsis thaliana (Mouse-ear cress)	144	
E1A7M1	unreviewed	E1A7M1_ARATH	Auxin-responsive protein	IAA17 At1g04250	Arabidopsis thaliana (Mouse-ear cress)	149	
E1A7M3	unreviewed	E1A7M3_ARATH	Auxin-responsive protein	IAA17 At1g04250	Arabidopsis thaliana (Mouse-ear cress)	132	
E1A7M5	unreviewed	E1A7M5_ARATH	Auxin-responsive protein	IAA17 At1g04250	Arabidopsis thaliana (Mouse-ear cress)	138	
E1A7N2	unreviewed	E1A7N2_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	217	
E1A7N4	unreviewed	E1A7N4_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	212	
E1A7N5	unreviewed	E1A7N5_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	208	
E1A7N6	unreviewed	E1A7N6_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	208	
E1A7N8	unreviewed	E1A7N8_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	214	
E1A7N9	unreviewed	E1A7N9_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	215	
E1A7P0	unreviewed	E1A7P0_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	217	
E1A7P2	unreviewed	E1A7P2_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	198	
E1A7P3	unreviewed	E1A7P3_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	199	
E1A7P4	unreviewed	E1A7P4_ARATH	Auxin-responsive protein	IAA18 At1g51950	Arabidopsis thaliana (Mouse-ear cress)	210	
E1A7P5	unreviewed	E1A7P5_ARATH	Auxin-responsive protein	IAA19 At3g15540	Arabidopsis thaliana (Mouse-ear cress)	136	
E1A7P6	unreviewed	E1A7P6_ARATH	Auxin-responsive protein	IAA19 At3g15540	Arabidopsis thaliana (Mouse-ear cress)	136	
E1A7P8	unreviewed	E1A7P8_ARATH	Auxin-responsive protein	IAA19 At3g15540	Arabidopsis thaliana (Mouse-ear cress)	136	
E1A7Q1	unreviewed	E1A7Q1_ARATH	Auxin-responsive protein	IAA19 At3g15540	Arabidopsis thaliana (Mouse-ear cress)	136	
E1A7Q3	unreviewed	E1A7Q3_ARATH	Auxin-responsive protein	IAA19 At3g15540	Arabidopsis thaliana (Mouse-ear cress)	136	
E1A7Q8	unreviewed	E1A7Q8_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	171	
E1A7Q9	unreviewed	E1A7Q9_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	155	
E1A7R0	unreviewed	E1A7R0_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	160	
E1A7R2	unreviewed	E1A7R2_ARATH	Auxin-responsive protein	IAA20 At2g46990 F14M4.18	Arabidopsis thaliana (Mouse-ear cress)	157	AT2G46990;
E1A7R3	unreviewed	E1A7R3_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	172	
E1A7R4	unreviewed	E1A7R4_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	157	
E1A7R5	unreviewed	E1A7R5_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	174	
E1A7R6	unreviewed	E1A7R6_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	171	
E1A7R8	unreviewed	E1A7R8_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	156	
E1A7R9	unreviewed	E1A7R9_ARATH	Auxin-responsive protein	IAA20 At2g46990	Arabidopsis thaliana (Mouse-ear cress)	168	
E1A7S1	unreviewed	E1A7S1_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	232	
E1A7S2	unreviewed	E1A7S2_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	235	
E1A7S5	unreviewed	E1A7S5_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	212	
E1A7S6	unreviewed	E1A7S6_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	212	
E1A7S7	unreviewed	E1A7S7_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	224	
E1A7S9	unreviewed	E1A7S9_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	233	
E1A7T2	unreviewed	E1A7T2_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	225	
E1A7T3	unreviewed	E1A7T3_ARATH	Auxin-responsive protein	IAA26 At3g16500	Arabidopsis thaliana (Mouse-ear cress)	210	
E1A7T4	unreviewed	E1A7T4_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	264	
E1A7T5	unreviewed	E1A7T5_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	226	
E1A7T6	unreviewed	E1A7T6_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	242	
E1A7T7	unreviewed	E1A7T7_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	263	
E1A7T8	unreviewed	E1A7T8_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	248	
E1A7T9	unreviewed	E1A7T9_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	258	
E1A7U0	unreviewed	E1A7U0_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	248	
E1A7U1	unreviewed	E1A7U1_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	243	
E1A7U2	unreviewed	E1A7U2_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	249	
E1A7U3	unreviewed	E1A7U3_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	242	
E1A7U4	unreviewed	E1A7U4_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	248	
E1A7U5	unreviewed	E1A7U5_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	247	
E1A7U6	unreviewed	E1A7U6_ARATH	Auxin-responsive protein	IAA27 At4g29080	Arabidopsis thaliana (Mouse-ear cress)	233	
E1A7U8	unreviewed	E1A7U8_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	174	
E1A7U9	unreviewed	E1A7U9_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	151	
E1A7V0	unreviewed	E1A7V0_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	158	
E1A7V1	unreviewed	E1A7V1_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	164	
E1A7V2	unreviewed	E1A7V2_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	149	
E1A7W0	unreviewed	E1A7W0_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	202	
E1A7W2	unreviewed	E1A7W2_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	204	
E1A7W4	unreviewed	E1A7W4_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	235	
E1A7W5	unreviewed	E1A7W5_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	218	
E1A7W6	unreviewed	E1A7W6_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	226	
E1A7W8	unreviewed	E1A7W8_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	217	
E1A7W9	unreviewed	E1A7W9_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	242	
E1A7X0	unreviewed	E1A7X0_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	217	
E1A7X2	unreviewed	E1A7X2_ARATH	Auxin-responsive protein	IAA29 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	227	
E1A7Y6	unreviewed	E1A7Y6_ARATH	Auxin-responsive protein	IAA31 At3g17600	Arabidopsis thaliana (Mouse-ear cress)	157	
E1A7Y7	unreviewed	E1A7Y7_ARATH	Auxin-responsive protein	IAA31 At3g17600	Arabidopsis thaliana (Mouse-ear cress)	158	AT3G17600;
E1A7Y8	unreviewed	E1A7Y8_ARATH	Auxin-responsive protein	IAA31 At3g17600	Arabidopsis thaliana (Mouse-ear cress)	158	
E1A7Y9	unreviewed	E1A7Y9_ARATH	Auxin-responsive protein	IAA31 At3g17600	Arabidopsis thaliana (Mouse-ear cress)	151	
E1A7Z9	unreviewed	E1A7Z9_ARATH	Auxin-responsive protein	IAA32 At2g01200	Arabidopsis thaliana (Mouse-ear cress)	191	
E1A801	unreviewed	E1A801_ARATH	Auxin-responsive protein	IAA32 At2g01200	Arabidopsis thaliana (Mouse-ear cress)	190	
E1A803	unreviewed	E1A803_ARATH	Auxin-responsive protein	IAA32 At2g01200	Arabidopsis thaliana (Mouse-ear cress)	191	
E1A809	unreviewed	E1A809_ARATH	Auxin-responsive protein	IAA32 At2g01200	Arabidopsis thaliana (Mouse-ear cress)	173	
E1A819	unreviewed	E1A819_ARATH	Auxin-responsive protein	IAA33 At5g57420	Arabidopsis thaliana (Mouse-ear cress)	170	
E1A820	unreviewed	E1A820_ARATH	Auxin-responsive protein	IAA33 At5g57420	Arabidopsis thaliana (Mouse-ear cress)	170	
E1A830	unreviewed	E1A830_ARATH	Auxin-responsive protein	IAA34 At1g15050	Arabidopsis thaliana (Mouse-ear cress)	185	
E1A831	unreviewed	E1A831_ARATH	Auxin-responsive protein	IAA34 At1g15050	Arabidopsis thaliana (Mouse-ear cress)	185	
E1A840	unreviewed	E1A840_ARATH	Auxin-responsive protein	IAA34 At1g15050	Arabidopsis thaliana (Mouse-ear cress)	182	
E1A842	unreviewed	E1A842_ARATH	Auxin-responsive protein	IAA34 At1g15050	Arabidopsis thaliana (Mouse-ear cress)	166	
F4HT52	unreviewed	F4HT52_ARATH	Auxin response factor	ARF13 AUXIN RESPONSE FACTOR 13 At1g34170 F12G12.1 F12G12_1	Arabidopsis thaliana (Mouse-ear cress)	546	AT1G34170;
F4I1I4	reviewed	SAU67_ARATH	Auxin-responsive protein SAUR67 (Protein SMALL AUXIN UP RNA 67)	SAUR67 At1g29510 F15D2.9	Arabidopsis thaliana (Mouse-ear cress)	143	AT1G29510;
F4I5P9	unreviewed	F4I5P9_ARATH	Auxin-responsive protein	IAA12 BDL BODENLOS At1g04550 T1G11.20 T1G11_20	Arabidopsis thaliana (Mouse-ear cress)	173	AT1G04550;
F4ID31	unreviewed	F4ID31_ARATH	Auxin response factor	ARF1 auxin response factor 1 At1g59750 F23H11.7 F23H11_7	Arabidopsis thaliana (Mouse-ear cress)	660	AT1G59750;
F4IKE9	unreviewed	F4IKE9_ARATH	Auxin-responsive protein	IAA8 At2g22670 T9I22.11 T9I22_11	Arabidopsis thaliana (Mouse-ear cress)	319	AT2G22670;
F4J2U7	unreviewed	F4J2U7_ARATH	Auxin-responsive protein	IAA7 AUXIN RESISTANT 2 AXR2 indole-3-acetic acid 7 At3g23050	Arabidopsis thaliana (Mouse-ear cress)	210	AT3G23050;
F4JLC8	unreviewed	F4JLC8_ARATH	Auxin-responsive protein	IAA11 At4g28640 T5F17.90 T5F17_90	Arabidopsis thaliana (Mouse-ear cress)	250	AT4G28640;
F4JXI3	unreviewed	F4JXI3_ARATH	Auxin-responsive protein	IAA9 INDOLE-3-ACETIC ACID 9 MPA24.1 MPA24_1 At5g65670	Arabidopsis thaliana (Mouse-ear cress)	336	AT5G65670;
O82333	reviewed	GH31_ARATH	Probable indole-3-acetic acid-amido synthetase GH3.1 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 1) (AtGH3-1)	GH3.1 At2g14960 T26I20.12	Arabidopsis thaliana (Mouse-ear cress)	590	AT2G14960;
Q0V7Z5	reviewed	SAU64_ARATH	Auxin-responsive protein SAUR64 (Protein SMALL AUXIN UP RNA 64)	SAUR64 At1g29450 F15D2.4	Arabidopsis thaliana (Mouse-ear cress)	141	AT1G29450;
Q0WNJ2	unreviewed	Q0WNJ2_ARATH	Auxin-responsive protein	At3g04730	Arabidopsis thaliana (Mouse-ear cress)	236	AT3G04730;
Q0WPR6	reviewed	SAU65_ARATH	Auxin-responsive protein SAUR65 (Protein SMALL AUXIN UP RNA 65)	SAUR65 At1g29460 F15D2.35	Arabidopsis thaliana (Mouse-ear cress)	148	AT1G29460;
Q0WRB1	unreviewed	Q0WRB1_ARATH	Auxin-responsive protein	At4g14550	Arabidopsis thaliana (Mouse-ear cress)	228	AT4G14550;
Q0WTK3	unreviewed	Q0WTK3_ARATH	Auxin-responsive protein	IAA4 At5g43700	Arabidopsis thaliana (Mouse-ear cress)	186	AT5G43700;
Q0WU05	unreviewed	Q0WU05_ARATH	Auxin-responsive protein	At2g33310	Arabidopsis thaliana (Mouse-ear cress)	247	AT2G33310;
Q0WV81	unreviewed	Q0WV81_ARATH	Auxin efflux carrier component	At1g70940	Arabidopsis thaliana (Mouse-ear cress)	640	AT1G70940;
Q1ECS0	reviewed	SMAP2_ARATH	Small acidic protein 2	SMAP2 At3g24280 K7M2.4	Arabidopsis thaliana (Mouse-ear cress)	78	AT3G24280;
Q1PDI1	reviewed	TET15_ARATH	Tetraspanin-15	TET15 At5g57810 MTI20.4	Arabidopsis thaliana (Mouse-ear cress)	317	AT5G57810;
Q29Q96	reviewed	SAU68_ARATH	Auxin-responsive protein SAUR68 (Protein SMALL AUXIN UP RNA 68)	SAUR68 At1g29490 F15D2.7	Arabidopsis thaliana (Mouse-ear cress)	102	AT1G29490;
Q2V359	unreviewed	Q2V359_ARATH	SAUR-like auxin-responsive protein family	SAUR70 SMALL AUXIN UPREGULATED RNA 70 At5g20810 T1M15.210 T1M15_210	Arabidopsis thaliana (Mouse-ear cress)	190	AT5G20810;
Q2VWA0	unreviewed	Q2VWA0_ARATH	Auxin-responsive protein	At4g32275 At4g32280	Arabidopsis thaliana (Mouse-ear cress)	251	AT4G32280;
Q2VWA1	unreviewed	Q2VWA1_ARATH	Auxin-responsive protein	IAA28 At5g25890	Arabidopsis thaliana (Mouse-ear cress)	175	AT5G25890;
Q2VWA2	unreviewed	Q2VWA2_ARATH	Auxin-responsive protein	At3g15540	Arabidopsis thaliana (Mouse-ear cress)	197	AT3G15540;
Q2VWA3	unreviewed	Q2VWA3_ARATH	Auxin-responsive protein	At1g51950	Arabidopsis thaliana (Mouse-ear cress)	267	AT1G51950;
Q41220	reviewed	SAU15_ARATH	Auxin-responsive protein SAUR15 (Protein SMALL AUXIN UP RNA 15) (Protein SMALL AUXIN UP RNA FROM ARABIDOPSIS COLUMBIA 1)	SAUR15 SAUR-AC1 At4g38850	Arabidopsis thaliana (Mouse-ear cress)	89	AT4G38850;
Q42566	unreviewed	Q42566_ARATH	ATsEH (EC 3.3.2.9) (At2g26740/F18A8.11) (Putative epoxide hydrolase ATsEH) (Soluble epoxide hydrolase)	SEH ATSEH ATsEH EPOXIDE HYDROLASE soluble epoxide hydrolase At2g26740 F18A8.11 F18A8_11	Arabidopsis thaliana (Mouse-ear cress)	321	AT2G26740;
Q56WS6	unreviewed	Q56WS6_ARATH	Auxin-responsive protein	At3g04730	Arabidopsis thaliana (Mouse-ear cress)	71	
Q56X88	unreviewed	Q56X88_ARATH	Auxin efflux carrier component	At2g01420	Arabidopsis thaliana (Mouse-ear cress)	191	
Q56Z92	unreviewed	Q56Z92_ARATH	Auxin-responsive protein	At1g04250	Arabidopsis thaliana (Mouse-ear cress)	71	
Q58G33	reviewed	TET14_ARATH	Tetraspanin-14	TET14 At2g01960 F14H20.3	Arabidopsis thaliana (Mouse-ear cress)	260	AT2G01960;
Q58G35	reviewed	TET17_ARATH	Tetraspanin-17	TET17 At1g74045 F2P9	Arabidopsis thaliana (Mouse-ear cress)	248	AT1G74045;
Q5BQ04	reviewed	TET16_ARATH	Tetraspanin-16	TET16 At1g18510 F15H18.2	Arabidopsis thaliana (Mouse-ear cress)	248	AT1G18510;
Q67YC2	unreviewed	Q67YC2_ARATH	Auxin-responsive protein	At4g14560	Arabidopsis thaliana (Mouse-ear cress)	168	AT4G14560;
Q67YW0	unreviewed	Q67YW0_ARATH	Auxin efflux carrier component	At5g57090	Arabidopsis thaliana (Mouse-ear cress)	647	AT5G57090;
Q6NMM0	reviewed	SAU61_ARATH	Auxin-responsive protein SAUR61 (Protein SMALL AUXIN UP RNA 61)	SAUR61 At1g29420 F15D2.32	Arabidopsis thaliana (Mouse-ear cress)	141	AT1G29420;
Q84WF6	reviewed	TET5_ARATH	Tetraspanin-5	TET5 At4g23410 F16G20.110	Arabidopsis thaliana (Mouse-ear cress)	281	AT4G23410;
Q8GZ96	unreviewed	Q8GZ96_ARATH	At1g58220 (Homeodomain-like superfamily protein) (MYB transcription factor) (Putative MYB-family transcription factor)	DRMY1 At1g58220 At1g58220/F16M22_4 F16M22.4 F16M22_4	Arabidopsis thaliana (Mouse-ear cress)	834	AT1G58220;
Q8LER0	unreviewed	Q8LER0_ARATH	Protein PIN-LIKES 3		Arabidopsis thaliana (Mouse-ear cress)	390	
Q93Z37	reviewed	BIG1E_ARATH	Protein BIG GRAIN 1-like E	At1g69160 F4N2.12	Arabidopsis thaliana (Mouse-ear cress)	321	AT1G69160;
Q9C7Q1	reviewed	SAU66_ARATH	Auxin-responsive protein SAUR66 (Protein SMALL AUXIN UP RNA 66)	SAUR66 At1g29500 F15D2.8	Arabidopsis thaliana (Mouse-ear cress)	135	AT1G29500;
Q9C9E1	reviewed	SAU78_ARATH	Auxin-responsive protein SAUR78 (Protein SMALL AUXIN UP RNA 78)	SAUR78 At1g72430 T10D10.10	Arabidopsis thaliana (Mouse-ear cress)	119	AT1G72430;
Q9FJF6	reviewed	SAU23_ARATH	Auxin-responsive protein SAUR23 (Protein SMALL AUXIN UP RNA 23)	SAUR23 At5g18060 MCM23.16	Arabidopsis thaliana (Mouse-ear cress)	90	AT5G18060;
